 I.A.F. plot information for graphics
    1372894.2554526760
    1018658.6988366270
    1198736.0219816930
    1695253.7183204850
    1581196.3312756970
    1506592.0822619810
    1890000.2235011970
    1224331.2816860090
    1747292.2355211250
    1687148.3688362760
    1473703.9055163740
    1319323.0750674340
    1362073.1243837500
    1269916.9963378890
    1718290.2724579850
    1659247.5587244500
    1097271.8554491100
    1428694.5758348490
    1009908.2681469830
    1743836.6683965390
    1026401.5824938750
    1497351.0925867010
    1180510.6366898650
    1290882.2136633120
    1936045.3016037830
    1281294.8797640070
    1343457.1697520480
    1994935.3908101260
    1209318.6689518770
    1195585.4544482710
    1524494.0055358690
    1507457.4781879010
    1544525.7844970600
    1745438.0457527960
    1224545.0382660350
    1590198.8781766900
    1638908.1918268450
    1541365.4978427250
     911937.2732172855
    1655903.9779077620
    1482250.5451590780
    1219618.3803696120
    1585860.0120115970
    2131711.9628124050
    1449500.6719580360
    1976529.5520446990
    1478762.9847473340
    2253070.9605924730
    2117599.2951511370
    1235067.3112936230
    1506683.2578437920
    2063187.3472096160
    1212091.1657535740
     996546.4304459542
    1739610.9043552340
    1777466.9816188800
    1571794.2686903180
    2254182.5356420420
    1246325.3572727690
    1569485.3861285040
    1362291.3333514540
    1741291.4620990090
    1727911.2591155350
    1357884.2365748740
    2126864.2265887940
    1888636.4274087400
    1353968.3825161490
    1265079.8014745080
    1242562.1439213200
    1500876.0277191950
    1477467.9462439590
    1143524.0666954930
    1226606.7838293500
    1652089.1675547570
    1592488.9538452800
    1130769.4093764490
    1435387.0741439490
    1789855.4286974960
    1313179.9313366260
    1424533.0776819840
    1751880.8715489200
    2472982.0237597260
    1381744.3536793870
    1884733.6525740640
    1549651.8087135360
    1326197.5497040120
    1108240.4222089920
     879198.7641365567
    1810898.0442689690
    1608433.6888868020
    2105192.0354430050
    1821432.5768030110
    1906492.4494641660
    2026490.2091704270
    1674189.0825654180
    1648576.4221545130
    1621328.7355624010
    1268695.7117374190
    1515684.9430141840
    1553209.9249427230
    1558408.3859052250
    1963506.2144192620
    1211526.7959411210
    1364738.3015021070
    1438609.5676788940
    1390318.6287971250
    1443120.1279908700
    1241963.7167340700
    1328398.5711796330
    1184256.6952037290
    1378767.7447007070
    1372185.5053793500
    1512016.3180708150
    2048909.1238131750
    1737560.6870973320
    1803707.9819839410
    1790790.6520355920
    1182443.0460403280
    1299633.7517300910
    1586811.0167324080
    1510447.1831651650
    2221293.9625120120
    1481464.0278295990
    1438148.5486469020
    1232693.2653016090
    1897741.6005334920
    1301655.0396008320
    1538287.5585974740
    1509060.1274042400
    1884734.5896720230
    1808065.2694917360
    1689904.5743655270
    1584173.4764233830
    1583719.2566205600
    1053762.5133548190
    1484607.7875999890
    1806564.6213239550
    1507605.3490783860
    1551842.9149842640
    1171318.2072839800
     973034.0330999079
    1688658.3319671810
    1143312.6410253210
    1211594.6936105940
    1373974.6051251900
    1865235.9208119240
    1962852.2839013890
    1718709.7861322320
    1428800.4338550700
    1240743.7999690880
    1998598.2858936740
    1481114.8497298470
    1157012.6786711270
    1293632.2080831720
    1610083.9566921020
    1438923.0807274360
    1822093.9689669590
    1530581.9979215770
    1462548.9444121840
    1221147.6649409560
    1705989.6690328870
    1552451.3111631250
    1166035.3136115660
    1257431.6068183920
    1693958.7930098320
    1455273.7623355880
    1561489.4946673690
    1906374.9742547090
    1458938.5913722210
    2006389.5176643120
    1860987.8581378190
    1998319.3313119270
    1506024.1091712850
    1555339.1411725940
    1609192.3985386860
    1398059.8839679570
    1500804.9540281330
    2029974.3123860250
    1555371.5112531500
    1670242.4631582190
    1310060.8976256820
    1432766.6581448610
    1559441.8714138370
    1294874.8270545160
    1809821.4517278420
    1594776.6851443180
    1302675.8685069150
    2004263.8356667320
    2045141.2168758050
    1123921.2347000460
    1746840.5307472200
    1173856.2794684440
    1691535.1685035550
    1280975.1480207460
    1483878.3335015120
    2107785.9551083300
    1655037.8080850080
    1055267.8691215660
    1517628.8787747900
    1591449.5227754940
    1807185.2901668460
    1056426.4067381870
    1370145.0727763710
    1961952.0019375460
     987341.4778737574
    1891547.2341202790
    1900028.4375880260
    2081489.9522406460
    1203171.9822703260
    2048004.5035795550
    1859363.9337184840
    1548858.0552592310
    1294520.1558112710
    1833095.9837184400
    1340595.4470791190
    1366389.8834528730
    1393454.2864120430
    1860074.3932013380
    1633748.7813543410
    1538204.2856095740
    1439525.1870357700
    1633558.1975980950
    2038102.9719857180
    1714310.6858080770
    1044638.8718588350
    1814676.4709068090
    1524809.6631669560
    1643036.8119668890
    1018967.9542952940
    1889590.4635163810
    2121856.4645991090
    1682171.7346111850
    1086769.8557414980
    1281839.4207077490
    1306110.2083595260
    1931487.7348712150
    1126881.6760487820
    1275670.4220013640
    1719177.0725364890
    1740165.8352029990
    1296456.8491759800
    1989012.6361650630
    1501482.7897450000
    1870810.3343145990
    1454986.2767775820
    1140040.0793338210
    1300509.9603675100
    1457018.6066624680
    1211188.0960595970
    1700563.7676786180
    1492383.3904794570
    1477658.6180362870
    1048610.8723783870
    1517638.1833498360
    2019695.0483000090
     987469.6325016128
    1947853.2381888920
    1442962.3349882500
    1247909.3062826580
    1401599.6824162580
    1834209.4440404750
    1571879.1136917150
    1361718.3024576950
    1318826.3755106130
    2048999.5371868040
    2152018.8427576560
    1838736.2858240790
    1064067.4135597360
    1225544.8692271240
    2180026.8793009160
    1393130.2365848080
    1524573.5244463510
    1291986.2668015270
    1429292.7809317850
    1713969.2602825920
    1665769.4933487460
    1255954.6103520790
    1241287.4581491160
    1310149.1081033260
    1286916.3618683560
    1685409.9884198040
    1422515.9209950460
    1623276.1451441070
    1020043.4029373240
    1070938.9904546080
    1148240.5434149000
    1154886.9294790850
    1493763.1332874500
    1672484.0733619980
    1803445.1260508490
    1016557.4643910130
    1351499.0828968010
    1791270.9347798110
    1646248.6425243190
    1596404.3384931850
    1416836.5169678950
    1736910.3426271950
    1152730.2379404690
    2009361.6482127350
    1051792.7581867350
    1155920.7430797050
     978577.6023199771
    1221236.0566134130
     939518.4080935656
    1884714.2250660630
    1913242.0028737790
    1298928.1698375640
    1475730.9146347610
    1217984.4247565320
    1597010.7214130170
    1523847.7353613010
    1358797.0231533580
    1199915.6887242370
    1107866.5571067190
    1395429.3265371140
    1729981.0508450760
    2262690.7043216590
    1421646.6837351470
    1703162.6740121610
    1379252.5074288960
    1716292.3667321690
    1810024.6710032400
    1240369.3596906230
    1784513.1676410920
    1571938.6402505370
    2005615.9748838780
    2086062.3798768510
    1509092.7594368980
    1201569.8989247750
    1179585.7726071750
    1796022.5885760680
    1550975.3520466700
    1265824.0979472720
    2032082.8892439020
    1939655.5127877500
    1767496.9859342290
    1312946.2715524270
    1710422.1947754810
    1272987.7027791340
    1314671.1828656180
    1406780.2409825280
    2070850.2899389670
    1267101.5321941290
    1835958.5338293620
    2129755.5635863150
    2127306.1672003760
     958080.0355979169
    1117182.0644422460
    1592648.9927779900
    1684456.3936032380
    1500730.9908166500
    2168681.6280224680
    1369654.9945876680
    2057052.5202050300
    1780474.7700012440
    1394360.8609596460
    1286202.9554189560
    1710052.3473030850
    1265867.9583971530
    1129775.2558646310
    1344463.4672128060
    1854661.9558529900
    1235801.2530117870
    2408762.1898204980
    1231706.2040800680
    2026963.5193229540
    1269212.4045073090
    1643062.0080323120
    1354191.0970524170
    1814668.2926258700
    1533969.5291833330
    1451160.4918999780
    1781772.0004323050
    1520151.7432511900
    1165213.8934941760
    2025546.1545635420
    1424716.0253405910
    1817448.3518449970
    1674833.5454675340
    1059442.5649459150
    1190233.7122580330
    1205853.0271158450
    1623216.4197010490
    1754326.4224959670
    1725195.1177106400
    1255633.8090139660
    1158036.1261900850
    1909887.2567086290
    1668015.9828271270
    1193304.8424449850
    1583601.5607725280
    1683265.6697400600
    1218993.3763815780
    1860282.7333713730
    1314093.3277237590
    1371049.9846979500
    1630444.9962084300
    1407638.5632038860
    1349801.1682019640
    1254465.2314492230
    1106411.3392801700
    1404077.4567825850
    1197614.8058890970
    1699768.0516712730
    1521048.6391974220
    1723877.8401004700
    1401382.5371720970
    1225276.3486524020
    1739432.9640260250
    1186743.1897949970
    1755305.2027373090
    1299225.9315135300
    1223286.3451527820
    1897100.2572983680
    1546744.0214595400
    1948249.2738267070
    1066452.6528019510
    1142443.2357343020
    1833976.0812522530
    1769107.9790490820
    1722749.1711552400
    1441598.2333574130
    1003439.2912898810
    1196891.9012816390
    1073693.8950582300
    1556980.9149967270
     917495.2896712426
    1160956.1912015340
    2045074.7556336110
    1407925.4952190310
    1349556.0051279850
    1153888.3546723750
    1077746.1020521820
    1174589.2282062640
    1149000.2717242370
    2051657.0282092280
    1859414.1021286010
    1554771.1941185320
    1796482.7426269520
    1490573.5982348190
    1445968.1679658110
    1998308.1600701510
    1341163.0897964020
    1561122.5993661490
    1973686.1430096750
    2217401.1732464090
    1338251.9240698630
    1117926.4772874380
    1700031.6424491410
    1990048.9369020130
    1103164.4281350610
    1605352.6847175740
    1563215.8571094980
    1272234.6058353010
    1480220.4312903250
     877320.7185268507
    1113498.9320787260
    2197647.9977528780
    1551207.4718317400
    2016098.9765832420
    1247529.9170696270
    1480367.9733335380
    1014284.8058857130
    1200156.7036351790
    1575727.2473380850
    1434062.5577435640
    1320255.3686596440
    1804604.2263134120
    1893689.1883131920
    1669464.1091313410
    1947876.1692321970
    1186327.6283987220
    1518665.4253477760
    1434609.7940773880
